"compiled_studies","subjectID","group","optionA","optionB","quantityA","quantityB"
"housing","mouse11",3,"woodenangle_with_hole","woodenangle",72.6073232323233,27.3926767676767
"housing","mouse11",3,"woodenangle","paperhouse",40.9494949494949,59.0505050505051
"housing","mouse11",3,"paperhouse","floorhouse",60.4671717171717,39.5328282828283
"housing","mouse11",3,"floorhouse","woodenangle_with_hole",60.8989898989899,39.1010101010101
"housing","mouse11",3,"paperhouse","woodenangle_with_hole",63.8775252525252,36.1224747474748
"housing","mouse11",3,"houseball","floorhouse",47.8257575757575,52.1742424242425
"housing","mouse11",3,"woodenangle","houseball",61.9987373737373,38.0012626262627
"housing","mouse11",3,"houseball","paperhouse",69.1767676767677,30.8232323232323
"structural","mouse12",3,"rope","mouseswing",49.1300505050505,50.8699494949495
"structural","mouse12",3,"clip_papertube","rope",50.5517676767676,49.4482323232324
"structural","mouse12",3,"mouseswing","clip_papertube",15.0467171717171,84.9532828282829
"structural","mouse12",3,"clip_papertube","second_plane",49.3371212121212,50.6628787878788
"structural","mouse12",3,"second_plane","rope",65.8674242424242,34.1325757575758
"structural","mouse12",3,"clip_plastictube","rope",46.604797979798,53.395202020202
"structural","mouse12",3,"clip_plastictube","second_plane",73.084595959596,26.915404040404
"structural","mouse12",3,"clip_plastictube","clip_papertube",80.4116161616162,19.5883838383838
"structural","mouse12",3,"clip_plastictube","mouseswing",53.8434343434344,46.1565656565656
"structural","mouse12",3,"second_plane","mouseswing",33.8573232323233,66.1426767676767
"foraging","mouse12",3,"treatball","latticeball",29.1363636363637,70.8636363636363
"foraging","mouse12",3,"tube_stones","flappuzzle",49.2121212121212,50.7878787878788
